client_id,sexe,age,situation_familiale,nombre_enfants,niveau_etude,secteur_activite,revenu_mensuel,montant_pret,duree_pret,taux_interet,but_du_pret,historique_defaut,remboursement_pret_prec,score_credit,zone_residentielle,contact_telephone,co_emprunteur,delai_remboursement
199,F,33,Marié(e),2,Supérieur,Commerce,247540,374365,12,12.3,Urgence,Non,Oui,55,Rurale,Oui,Non,Oui
200,F,18,Marié(e),1,Secondaire,Services,87975,125226,24,14.4,Urgence,Non,Aucun,79,Rurale,Non,Non,Oui
201,F,62,Marié(e),1,Secondaire,Commerce,207039,514722,12,9.9,Stock,Non,Aucun,68,Rurale,Non,Oui,Oui
202,M,38,Marié(e),2,Primaire,Artisanat,166126,311353,18,5.4,Capital démarrage,Non,Oui,65,Rurale,Oui,Oui,Oui
203,M,47,Marié(e),0,Aucun,Artisanat,137721,139303,6,7.6,Achat équipement,Non,Oui,51,Rurale,Oui,Oui,Oui
204,F,30,Marié(e),1,Primaire,Artisanat,226280,117554,6,16.4,Achat équipement,Non,Oui,57,Rurale,Oui,Non,Oui
205,F,51,Marié(e),2,Secondaire,Artisanat,171100,581053,12,15.6,Stock,Oui,Aucun,51,Rurale,Oui,Non,Non
206,M,21,Veuf/veuve,4,Aucun,Commerce,207960,204844,12,5.7,Capital démarrage,Non,Oui,79,Rurale,Oui,Non,Oui
207,M,45,Marié(e),0,Secondaire,Commerce,255942,549726,18,7.5,Urgence,Non,Non,88,Urbaine,Oui,Oui,Oui
208,F,55,Divorcé(e),2,Primaire,Commerce,227489,275821,12,14.9,Stock,Non,Aucun,78,Urbaine,Non,Non,Oui
209,M,48,Marié(e),2,Aucun,Agriculture,115177,262256,12,11.1,Stock,Non,Aucun,67,Urbaine,Oui,Non,Oui
210,M,44,Divorcé(e),1,Primaire,Agriculture,147495,435510,18,14.8,Urgence,Oui,Non,60,Urbaine,Oui,Non,Non
211,M,22,Veuf/veuve,1,Primaire,Agriculture,207557,55435,6,7.3,Stock,Non,Aucun,72,Urbaine,Oui,Non,Oui
212,F,42,Marié(e),1,Primaire,Artisanat,227632,235949,6,17.4,Stock,Non,Oui,58,Rurale,Oui,Non,Oui
213,F,20,Veuf/veuve,2,Secondaire,Agriculture,156542,216455,18,15.1,Urgence,Non,Aucun,64,Urbaine,Non,Non,Oui
214,M,50,Célibataire,1,Secondaire,Agriculture,191871,527453,12,7.2,Capital démarrage,Oui,Oui,52,Rurale,Oui,Non,Non
215,F,21,Divorcé(e),0,Primaire,Agriculture,191495,341017,18,12.0,Achat équipement,Non,Oui,74,Rurale,Oui,Oui,Oui
216,M,42,Marié(e),1,Secondaire,Commerce,199853,250513,12,6.0,Achat équipement,Non,Oui,75,Urbaine,Oui,Non,Oui
217,M,37,Célibataire,1,Primaire,Agriculture,109263,196343,12,9.4,Urgence,Non,Oui,78,Urbaine,Oui,Non,Oui
218,F,51,Marié(e),1,Supérieur,Commerce,95098,374780,6,13.4,Urgence,Non,Oui,73,Urbaine,Oui,Non,Oui
219,F,43,Divorcé(e),1,Aucun,Agriculture,44445,133420,18,9.0,Capital démarrage,Non,Oui,72,Rurale,Non,Non,Oui
220,F,22,Célibataire,3,Secondaire,Artisanat,186333,185412,12,13.4,Stock,Non,Oui,49,Rurale,Oui,Non,Non
221,F,52,Marié(e),0,Primaire,Services,98148,211486,6,7.8,Capital démarrage,Non,Oui,48,Rurale,Non,Oui,Non
222,F,45,Marié(e),0,Primaire,Services,308203,384349,18,14.2,Stock,Oui,Aucun,69,Urbaine,Oui,Non,Non
223,M,46,Veuf/veuve,0,Aucun,Commerce,219246,255290,12,9.4,Stock,Oui,Oui,81,Rurale,Oui,Oui,Non
224,M,26,Marié(e),1,Primaire,Commerce,109087,328180,18,15.2,Capital démarrage,Non,Oui,60,Rurale,Non,Non,Oui
225,M,69,Célibataire,0,Aucun,Commerce,248107,407741,6,6.3,Urgence,Non,Aucun,65,Urbaine,Non,Oui,Oui
226,M,55,Célibataire,0,Aucun,Agriculture,248249,575949,6,9.4,Urgence,Non,Oui,65,Rurale,Non,Oui,Oui
227,F,67,Marié(e),0,Supérieur,Commerce,253123,470660,6,10.8,Capital démarrage,Non,Aucun,37,Rurale,Oui,Non,Non
228,M,23,Marié(e),0,Secondaire,Agriculture,131515,272891,12,10.2,Stock,Non,Aucun,68,Urbaine,Oui,Oui,Oui
229,F,36,Divorcé(e),0,Secondaire,Artisanat,222963,461551,18,10.3,Stock,Non,Oui,56,Rurale,Oui,Oui,Oui
230,F,61,Célibataire,1,Secondaire,Agriculture,254140,572331,18,10.5,Stock,Non,Aucun,74,Urbaine,Oui,Non,Oui
231,F,28,Marié(e),0,Supérieur,Commerce,274251,324659,18,17.8,Stock,Oui,Non,64,Urbaine,Oui,Oui,Non
232,M,19,Célibataire,1,Primaire,Commerce,88575,275773,18,7.1,Capital démarrage,Non,Oui,62,Urbaine,Oui,Oui,Oui
233,F,64,Célibataire,0,Aucun,Commerce,166941,92910,12,14.9,Achat équipement,Oui,Non,62,Urbaine,Oui,Oui,Non
234,M,61,Marié(e),0,Secondaire,Artisanat,129359,540803,24,11.9,Urgence,Non,Non,60,Urbaine,Oui,Non,Oui
235,M,61,Marié(e),2,Secondaire,Commerce,291847,185538,24,10.1,Urgence,Non,Non,44,Rurale,Oui,Oui,Non
236,F,26,Marié(e),0,Primaire,Commerce,209463,85176,12,13.1,Achat équipement,Oui,Aucun,79,Rurale,Oui,Non,Non
237,M,38,Divorcé(e),1,Primaire,Commerce,233474,345461,6,16.0,Stock,Non,Oui,55,Rurale,Non,Non,Oui
238,M,41,Marié(e),0,Primaire,Agriculture,208581,515244,18,10.8,Achat équipement,Non,Aucun,57,Rurale,Oui,Oui,Oui
239,F,51,Divorcé(e),3,Supérieur,Commerce,202517,273649,12,16.2,Achat équipement,Non,Aucun,66,Rurale,Oui,Oui,Oui
240,M,39,Veuf/veuve,0,Primaire,Services,128202,480687,18,5.8,Achat équipement,Non,Aucun,48,Urbaine,Oui,Non,Non
241,F,20,Marié(e),0,Supérieur,Services,153209,510017,6,13.3,Urgence,Non,Oui,57,Urbaine,Non,Non,Oui
242,F,29,Veuf/veuve,1,Supérieur,Artisanat,184290,299921,12,9.0,Urgence,Non,Oui,93,Rurale,Non,Oui,Oui
243,F,45,Marié(e),3,Secondaire,Agriculture,141084,375025,12,9.7,Achat équipement,Non,Aucun,70,Rurale,Oui,Oui,Oui
244,M,47,Célibataire,1,Primaire,Agriculture,130009,343651,6,12.2,Achat équipement,Non,Aucun,52,Urbaine,Oui,Non,Oui
245,M,43,Marié(e),1,Primaire,Commerce,167659,566557,12,11.0,Achat équipement,Non,Aucun,33,Rurale,Oui,Non,Non
246,F,65,Célibataire,0,Aucun,Artisanat,143691,449028,6,9.7,Stock,Non,Aucun,80,Urbaine,Oui,Oui,Oui
247,M,38,Marié(e),0,Aucun,Artisanat,182989,558938,12,8.7,Stock,Non,Oui,49,Rurale,Oui,Oui,Non
248,F,45,Marié(e),1,Secondaire,Artisanat,153427,171005,18,12.8,Stock,Non,Aucun,56,Rurale,Oui,Non,Oui
249,F,43,Célibataire,2,Primaire,Commerce,138908,220630,12,11.3,Urgence,Oui,Oui,58,Rurale,Oui,Non,Non
250,F,50,Célibataire,1,Aucun,Agriculture,124342,89002,18,8.9,Capital démarrage,Non,Oui,51,Rurale,Oui,Oui,Oui
251,M,38,Divorcé(e),4,Primaire,Agriculture,180365,324949,6,7.3,Achat équipement,Non,Oui,63,Rurale,Oui,Oui,Oui
252,M,52,Marié(e),0,Supérieur,Agriculture,233297,530658,18,15.0,Achat équipement,Non,Aucun,56,Urbaine,Oui,Non,Oui
253,F,69,Célibataire,2,Primaire,Commerce,219052,229765,24,15.3,Capital démarrage,Non,Aucun,74,Rurale,Non,Oui,Oui
254,M,51,Marié(e),0,Supérieur,Agriculture,88385,120555,12,7.4,Achat équipement,Oui,Oui,67,Urbaine,Oui,Oui,Non
255,M,58,Marié(e),1,Primaire,Artisanat,231585,87645,24,8.0,Stock,Non,Oui,86,Rurale,Oui,Non,Oui
256,F,68,Marié(e),1,Primaire,Commerce,218628,296125,12,7.7,Stock,Non,Aucun,86,Rurale,Oui,Non,Oui
257,F,64,Divorcé(e),0,Aucun,Agriculture,233236,140211,12,16.4,Capital démarrage,Non,Oui,50,Rurale,Oui,Non,Oui
258,F,35,Marié(e),0,Primaire,Agriculture,245016,240357,18,15.0,Stock,Oui,Oui,60,Rurale,Non,Non,Non
259,F,28,Marié(e),3,Secondaire,Agriculture,136340,500988,6,5.5,Capital démarrage,Non,Oui,95,Rurale,Oui,Non,Oui
260,M,40,Veuf/veuve,0,Aucun,Artisanat,162011,261226,6,15.7,Stock,Non,Non,47,Urbaine,Non,Oui,Non
261,F,65,Veuf/veuve,2,Primaire,Commerce,287427,385429,12,5.0,Achat équipement,Non,Aucun,76,Rurale,Non,Oui,Oui
262,F,39,Célibataire,1,Secondaire,Agriculture,283862,326188,18,7.9,Urgence,Non,Oui,73,Rurale,Oui,Oui,Oui
263,M,34,Célibataire,0,Secondaire,Artisanat,175404,445193,18,16.9,Stock,Oui,Oui,52,Rurale,Oui,Non,Non
264,M,22,Célibataire,0,Secondaire,Commerce,216186,135890,6,16.2,Capital démarrage,Non,Oui,52,Urbaine,Non,Non,Oui
265,F,61,Marié(e),1,Primaire,Commerce,221435,556242,24,15.0,Urgence,Non,Oui,92,Rurale,Non,Oui,Oui
266,F,28,Marié(e),3,Primaire,Artisanat,285458,403998,18,10.7,Achat équipement,Non,Oui,92,Rurale,Non,Oui,Oui
267,F,47,Marié(e),0,Supérieur,Artisanat,200716,199024,24,8.8,Urgence,Non,Aucun,71,Rurale,Non,Non,Oui
268,F,32,Divorcé(e),0,Secondaire,Commerce,107262,117789,12,16.4,Capital démarrage,Non,Aucun,44,Urbaine,Oui,Oui,Non
269,M,44,Marié(e),0,Supérieur,Commerce,151439,132349,18,13.4,Achat équipement,Oui,Aucun,83,Rurale,Oui,Non,Non
270,M,52,Célibataire,3,Primaire,Agriculture,368012,480464,18,8.5,Achat équipement,Non,Aucun,44,Rurale,Oui,Non,Non
271,F,50,Marié(e),1,Secondaire,Artisanat,104482,373460,12,10.8,Stock,Non,Oui,75,Rurale,Oui,Oui,Oui
272,F,37,Marié(e),0,Secondaire,Commerce,183016,259417,24,16.4,Urgence,Oui,Oui,40,Urbaine,Oui,Oui,Non
273,F,33,Marié(e),2,Aucun,Artisanat,318812,233095,12,16.7,Stock,Non,Non,65,Rurale,Oui,Oui,Oui
274,F,51,Marié(e),2,Secondaire,Artisanat,132015,520666,12,13.4,Achat équipement,Oui,Oui,78,Rurale,Oui,Oui,Non
275,M,19,Veuf/veuve,1,Secondaire,Services,16386,531119,24,14.4,Stock,Non,Non,30,Rurale,Non,Non,Non
276,M,52,Marié(e),0,Aucun,Agriculture,27420,369694,24,5.0,Stock,Non,Oui,57,Rurale,Oui,Oui,Non
277,F,57,Marié(e),2,Aucun,Agriculture,132347,338499,12,12.7,Capital démarrage,Oui,Non,67,Rurale,Oui,Non,Non
278,F,45,Marié(e),2,Secondaire,Agriculture,74223,499046,6,13.8,Stock,Oui,Oui,59,Rurale,Oui,Non,Non
279,F,64,Marié(e),1,Aucun,Artisanat,242230,462134,18,4.8,Achat équipement,Non,Oui,54,Rurale,Oui,Non,Oui
280,F,56,Célibataire,1,Aucun,Agriculture,196088,270178,24,15.9,Stock,Non,Non,62,Rurale,Oui,Non,Oui
281,F,23,Marié(e),1,Primaire,Agriculture,51969,95506,18,17.0,Achat équipement,Non,Oui,80,Urbaine,Non,Oui,Oui
282,M,26,Célibataire,1,Aucun,Agriculture,84278,472675,18,7.7,Achat équipement,Non,Oui,85,Urbaine,Oui,Oui,Oui
283,M,37,Divorcé(e),1,Supérieur,Agriculture,254408,142785,18,15.9,Capital démarrage,Non,Non,75,Urbaine,Oui,Non,Oui
284,M,18,Célibataire,0,Primaire,Agriculture,191589,59007,6,13.5,Achat équipement,Non,Oui,88,Rurale,Oui,Oui,Oui
285,F,25,Marié(e),3,Primaire,Agriculture,266017,513816,24,12.3,Achat équipement,Non,Aucun,56,Rurale,Oui,Oui,Oui
286,M,40,Marié(e),2,Supérieur,Commerce,247140,368039,12,15.9,Capital démarrage,Oui,Oui,73,Rurale,Oui,Non,Non
287,M,20,Divorcé(e),0,Primaire,Agriculture,110968,540416,18,8.4,Achat équipement,Non,Non,49,Rurale,Oui,Oui,Non
288,M,21,Célibataire,3,Primaire,Agriculture,232918,316523,12,15.2,Capital démarrage,Non,Oui,95,Urbaine,Oui,Oui,Oui
289,M,42,Célibataire,1,Secondaire,Artisanat,213771,559564,12,8.7,Urgence,Non,Oui,66,Rurale,Oui,Non,Oui
290,F,64,Célibataire,2,Primaire,Artisanat,62296,244684,18,15.1,Urgence,Non,Oui,77,Rurale,Oui,Oui,Oui
291,M,55,Célibataire,1,Primaire,Agriculture,98281,448487,24,10.6,Urgence,Non,Non,38,Urbaine,Oui,Oui,Non
292,M,32,Célibataire,2,Secondaire,Agriculture,326260,215542,18,6.1,Achat équipement,Non,Oui,76,Rurale,Oui,Oui,Oui
293,F,38,Marié(e),1,Secondaire,Artisanat,124341,50640,18,9.7,Stock,Non,Oui,66,Urbaine,Non,Non,Oui
294,M,52,Célibataire,0,Secondaire,Agriculture,204691,258859,6,7.7,Capital démarrage,Non,Non,71,Urbaine,Oui,Non,Oui
295,M,63,Célibataire,2,Supérieur,Agriculture,168560,455771,18,5.9,Urgence,Non,Oui,65,Urbaine,Oui,Non,Oui
296,M,69,Veuf/veuve,0,Secondaire,Agriculture,191023,132513,12,6.0,Capital démarrage,Non,Non,63,Rurale,Oui,Oui,Oui
297,F,31,Marié(e),1,Secondaire,Agriculture,172530,327641,6,15.0,Urgence,Oui,Aucun,60,Rurale,Oui,Oui,Non
298,M,53,Marié(e),1,Secondaire,Commerce,237911,166776,6,16.4,Urgence,Non,Oui,63,Rurale,Oui,Non,Oui
299,F,29,Marié(e),3,Aucun,Artisanat,236339,91043,18,17.0,Achat équipement,Non,Oui,87,Rurale,Oui,Non,Oui
300,M,34,Divorcé(e),0,Primaire,Artisanat,187075,389598,24,16.0,Capital démarrage,Non,Oui,59,Urbaine,Oui,Non,Oui
301,M,56,Célibataire,0,Secondaire,Commerce,125731,573582,18,15.7,Achat équipement,Oui,Non,95,Urbaine,Non,Non,Non
302,M,26,Veuf/veuve,2,Primaire,Commerce,145872,220887,12,5.4,Capital démarrage,Non,Oui,65,Urbaine,Oui,Non,Oui
303,M,52,Marié(e),2,Aucun,Commerce,85444,369355,12,15.2,Capital démarrage,Oui,Oui,85,Urbaine,Oui,Oui,Non
304,F,30,Célibataire,0,Primaire,Commerce,159934,574481,12,15.1,Stock,Non,Oui,82,Rurale,Oui,Oui,Oui
305,F,32,Divorcé(e),0,Primaire,Agriculture,74014,407765,6,6.3,Urgence,Non,Oui,41,Rurale,Oui,Non,Non
306,F,35,Célibataire,0,Primaire,Commerce,193130,420212,12,13.4,Achat équipement,Non,Oui,44,Urbaine,Oui,Oui,Non
307,M,68,Célibataire,2,Secondaire,Artisanat,197759,148410,18,10.6,Stock,Non,Oui,54,Urbaine,Non,Oui,Oui
308,M,50,Veuf/veuve,3,Supérieur,Agriculture,240315,320935,24,16.7,Capital démarrage,Non,Oui,41,Rurale,Non,Non,Non
309,F,23,Marié(e),0,Secondaire,Artisanat,106794,251895,12,13.9,Urgence,Oui,Oui,58,Rurale,Oui,Non,Non
310,M,44,Marié(e),2,Secondaire,Commerce,110868,309026,12,17.3,Achat équipement,Non,Oui,65,Rurale,Non,Oui,Oui
311,M,40,Célibataire,1,Primaire,Commerce,271482,490454,18,5.9,Stock,Non,Oui,74,Urbaine,Oui,Non,Oui
312,M,44,Marié(e),4,Primaire,Agriculture,97876,303384,18,5.0,Capital démarrage,Non,Oui,67,Rurale,Oui,Oui,Oui
313,M,51,Marié(e),1,Primaire,Commerce,303072,84567,18,17.6,Stock,Non,Oui,65,Urbaine,Oui,Non,Oui
314,F,63,Marié(e),2,Secondaire,Artisanat,124566,548047,12,5.6,Capital démarrage,Non,Aucun,80,Rurale,Oui,Oui,Oui
315,F,55,Marié(e),2,Aucun,Commerce,124985,349648,12,9.7,Capital démarrage,Non,Oui,78,Urbaine,Oui,Non,Oui
316,F,31,Célibataire,2,Primaire,Agriculture,230568,558471,24,13.3,Urgence,Non,Aucun,93,Urbaine,Non,Oui,Oui
317,M,53,Célibataire,2,Secondaire,Agriculture,212963,364794,6,16.4,Achat équipement,Non,Oui,67,Rurale,Oui,Non,Oui
318,M,25,Veuf/veuve,1,Primaire,Commerce,278492,88299,18,7.9,Urgence,Non,Non,30,Urbaine,Non,Oui,Non
319,M,52,Marié(e),1,Supérieur,Commerce,66521,354078,12,4.9,Achat équipement,Oui,Oui,71,Rurale,Oui,Non,Non
320,M,36,Divorcé(e),1,Secondaire,Commerce,212018,366656,12,11.5,Achat équipement,Non,Aucun,95,Urbaine,Oui,Non,Oui
321,M,47,Marié(e),4,Aucun,Services,177241,167886,18,10.9,Capital démarrage,Non,Aucun,80,Urbaine,Oui,Oui,Oui
322,F,31,Marié(e),0,Primaire,Artisanat,115396,309065,12,8.6,Stock,Non,Oui,83,Rurale,Oui,Oui,Oui
323,F,37,Célibataire,0,Secondaire,Commerce,292888,302692,18,16.3,Achat équipement,Non,Oui,66,Urbaine,Non,Non,Oui
324,M,66,Marié(e),2,Primaire,Agriculture,194120,392581,12,14.6,Achat équipement,Non,Non,78,Urbaine,Oui,Oui,Oui
325,F,42,Célibataire,1,Aucun,Agriculture,176229,192787,24,16.1,Achat équipement,Non,Aucun,84,Urbaine,Oui,Non,Oui
326,F,57,Marié(e),0,Primaire,Commerce,207240,369961,12,6.7,Achat équipement,Non,Oui,59,Rurale,Oui,Oui,Oui
327,F,41,Marié(e),4,Supérieur,Artisanat,76298,182523,6,13.8,Capital démarrage,Non,Oui,57,Rurale,Oui,Non,Oui
328,F,31,Divorcé(e),1,Primaire,Artisanat,105083,295544,12,17.7,Urgence,Non,Oui,71,Rurale,Oui,Non,Oui
329,M,43,Marié(e),0,Supérieur,Commerce,160042,117488,18,12.8,Stock,Non,Oui,79,Rurale,Oui,Non,Oui
330,M,55,Célibataire,3,Secondaire,Agriculture,198984,70515,18,6.8,Capital démarrage,Non,Oui,30,Rurale,Oui,Oui,Non
331,M,40,Célibataire,0,Aucun,Services,256478,226323,12,17.9,Capital démarrage,Non,Oui,62,Rurale,Oui,Oui,Oui
332,F,39,Célibataire,1,Secondaire,Services,126904,201014,12,11.6,Capital démarrage,Non,Oui,35,Rurale,Non,Non,Non
333,M,65,Marié(e),1,Primaire,Commerce,113202,273814,18,15.8,Achat équipement,Non,Oui,63,Rurale,Non,Non,Oui
334,M,36,Marié(e),0,Primaire,Agriculture,210085,579090,18,6.5,Stock,Non,Non,90,Rurale,Oui,Non,Oui
335,M,63,Divorcé(e),2,Secondaire,Commerce,171846,337226,18,13.5,Capital démarrage,Non,Non,55,Rurale,Oui,Oui,Oui
336,M,68,Célibataire,0,Secondaire,Artisanat,64723,354247,18,16.8,Capital démarrage,Non,Oui,60,Rurale,Oui,Oui,Oui
337,F,20,Marié(e),1,Aucun,Commerce,124897,567880,12,11.7,Capital démarrage,Non,Aucun,74,Urbaine,Non,Non,Oui
338,F,59,Marié(e),2,Supérieur,Artisanat,169093,556630,6,8.4,Achat équipement,Non,Oui,79,Rurale,Oui,Non,Oui
339,M,36,Marié(e),1,Secondaire,Agriculture,170747,536261,6,6.2,Achat équipement,Non,Oui,79,Rurale,Oui,Oui,Oui
340,M,26,Marié(e),1,Supérieur,Agriculture,185391,103897,24,8.5,Capital démarrage,Non,Aucun,65,Rurale,Oui,Non,Oui
341,M,45,Marié(e),1,Primaire,Agriculture,101980,398863,6,9.3,Achat équipement,Non,Aucun,73,Rurale,Oui,Oui,Oui
342,M,37,Marié(e),2,Supérieur,Services,172139,494454,12,14.1,Stock,Non,Aucun,72,Rurale,Oui,Non,Oui
343,M,62,Célibataire,1,Primaire,Commerce,236824,509566,24,6.9,Achat équipement,Oui,Oui,54,Urbaine,Non,Non,Non
344,M,24,Marié(e),1,Aucun,Artisanat,6741,367848,6,5.9,Capital démarrage,Non,Oui,38,Rurale,Oui,Non,Non
345,M,31,Célibataire,0,Secondaire,Agriculture,163056,59622,18,9.7,Stock,Non,Non,51,Rurale,Oui,Non,Oui
346,F,26,Marié(e),1,Secondaire,Services,80281,585542,18,10.7,Achat équipement,Non,Oui,86,Rurale,Oui,Non,Non
347,F,36,Marié(e),5,Primaire,Artisanat,178066,309708,24,13.0,Capital démarrage,Non,Oui,95,Rurale,Non,Non,Oui
348,M,64,Marié(e),1,Primaire,Agriculture,89712,266477,12,14.1,Urgence,Non,Oui,63,Urbaine,Oui,Oui,Oui
349,M,69,Divorcé(e),1,Aucun,Artisanat,188044,267221,12,16.5,Urgence,Oui,Oui,86,Urbaine,Oui,Non,Non
350,F,31,Veuf/veuve,2,Secondaire,Agriculture,277598,283282,24,8.4,Stock,Non,Oui,60,Urbaine,Non,Non,Oui
351,M,55,Veuf/veuve,1,Primaire,Agriculture,121232,183199,12,11.6,Stock,Non,Oui,70,Urbaine,Oui,Oui,Oui
352,F,53,Marié(e),2,Primaire,Agriculture,129933,230033,12,9.4,Stock,Non,Oui,55,Rurale,Oui,Non,Oui
353,F,57,Marié(e),0,Primaire,Services,151808,591946,18,4.5,Achat équipement,Non,Oui,80,Urbaine,Oui,Non,Oui
354,M,34,Marié(e),0,Supérieur,Services,199120,252492,12,12.3,Stock,Non,Oui,55,Urbaine,Oui,Oui,Oui
355,M,47,Veuf/veuve,0,Secondaire,Agriculture,118857,339698,24,15.5,Achat équipement,Non,Oui,51,Rurale,Oui,Non,Oui
356,F,26,Marié(e),2,Secondaire,Artisanat,157187,516561,18,5.0,Capital démarrage,Non,Aucun,65,Rurale,Non,Non,Oui
357,M,50,Divorcé(e),3,Supérieur,Commerce,139830,340085,6,4.5,Achat équipement,Oui,Oui,77,Urbaine,Oui,Oui,Non
358,F,69,Divorcé(e),1,Primaire,Artisanat,152008,228449,6,14.3,Achat équipement,Non,Aucun,67,Rurale,Oui,Non,Oui
359,F,42,Marié(e),0,Aucun,Agriculture,199824,338063,6,13.7,Capital démarrage,Oui,Oui,57,Urbaine,Oui,Non,Non
360,F,31,Célibataire,0,Aucun,Commerce,213063,112747,12,10.0,Urgence,Non,Oui,51,Rurale,Oui,Oui,Oui
361,M,28,Célibataire,3,Secondaire,Commerce,91391,121503,18,13.4,Achat équipement,Non,Oui,39,Rurale,Oui,Non,Non
362,F,52,Veuf/veuve,1,Primaire,Agriculture,199590,431759,6,17.4,Achat équipement,Oui,Oui,58,Rurale,Oui,Non,Non
363,M,58,Célibataire,0,Primaire,Agriculture,368745,554603,12,7.8,Capital démarrage,Non,Oui,62,Urbaine,Non,Non,Oui
364,M,31,Veuf/veuve,4,Aucun,Commerce,272653,449122,24,7.8,Stock,Non,Oui,73,Urbaine,Oui,Non,Oui
365,F,47,Marié(e),0,Primaire,Agriculture,141488,91037,12,7.0,Capital démarrage,Oui,Non,47,Rurale,Oui,Non,Non
366,M,58,Marié(e),1,Primaire,Services,187914,271592,12,14.3,Urgence,Non,Oui,75,Urbaine,Oui,Non,Oui
367,F,21,Divorcé(e),2,Supérieur,Agriculture,177985,51404,24,9.3,Stock,Oui,Non,56,Rurale,Oui,Non,Non
368,F,21,Marié(e),0,Secondaire,Services,207567,331163,12,17.8,Urgence,Non,Non,57,Urbaine,Oui,Non,Oui
369,M,45,Marié(e),0,Supérieur,Agriculture,154667,156262,24,14.1,Achat équipement,Oui,Oui,83,Rurale,Oui,Non,Non
370,M,25,Marié(e),1,Supérieur,Agriculture,163851,527480,18,9.5,Urgence,Non,Aucun,30,Rurale,Oui,Non,Non
371,M,19,Marié(e),2,Aucun,Agriculture,136150,107384,18,6.5,Urgence,Non,Aucun,46,Rurale,Oui,Non,Non
372,M,58,Marié(e),0,Primaire,Artisanat,245726,50788,18,12.5,Capital démarrage,Non,Aucun,65,Rurale,Non,Non,Oui
373,M,63,Célibataire,0,Secondaire,Artisanat,198658,298130,12,8.5,Stock,Non,Oui,64,Urbaine,Oui,Non,Oui
374,F,39,Divorcé(e),1,Secondaire,Agriculture,199113,135488,18,16.7,Achat équipement,Non,Aucun,39,Rurale,Non,Oui,Non
375,M,58,Veuf/veuve,1,Primaire,Agriculture,253102,455892,18,10.5,Achat équipement,Non,Aucun,57,Rurale,Oui,Non,Oui
376,M,33,Marié(e),2,Supérieur,Commerce,253990,555964,12,8.5,Achat équipement,Non,Non,79,Rurale,Oui,Non,Oui
377,F,46,Marié(e),1,Aucun,Commerce,242669,73065,12,12.4,Stock,Non,Oui,47,Rurale,Oui,Oui,Non
378,M,66,Marié(e),0,Primaire,Artisanat,252189,267570,18,6.3,Stock,Non,Aucun,81,Rurale,Non,Non,Oui
379,F,65,Marié(e),3,Secondaire,Agriculture,273760,598248,12,12.1,Urgence,Non,Aucun,54,Rurale,Oui,Oui,Oui
380,M,47,Divorcé(e),3,Primaire,Commerce,122002,452969,18,5.3,Urgence,Non,Non,36,Rurale,Oui,Non,Non
381,M,29,Célibataire,3,Aucun,Artisanat,162079,574253,18,12.7,Stock,Non,Oui,77,Rurale,Oui,Oui,Oui
382,F,52,Célibataire,1,Primaire,Services,222536,140245,12,11.7,Achat équipement,Non,Aucun,68,Rurale,Oui,Oui,Oui
383,F,28,Marié(e),1,Aucun,Commerce,126868,171752,6,11.5,Stock,Non,Oui,43,Rurale,Oui,Oui,Non
384,F,63,Marié(e),2,Secondaire,Agriculture,158204,135146,12,13.7,Capital démarrage,Non,Oui,56,Rurale,Oui,Non,Oui
385,F,67,Marié(e),0,Secondaire,Agriculture,191665,216302,12,5.1,Stock,Non,Aucun,90,Rurale,Oui,Oui,Oui
386,F,38,Marié(e),0,Secondaire,Commerce,166191,448411,12,10.7,Stock,Non,Aucun,74,Rurale,Oui,Non,Oui
387,M,38,Marié(e),1,Secondaire,Commerce,183961,140720,18,10.5,Achat équipement,Non,Aucun,81,Urbaine,Oui,Oui,Oui
388,M,22,Marié(e),0,Primaire,Artisanat,111276,338328,18,10.7,Urgence,Oui,Oui,47,Urbaine,Oui,Non,Non
389,F,65,Célibataire,0,Primaire,Artisanat,177734,198065,18,17.7,Capital démarrage,Non,Oui,83,Urbaine,Oui,Non,Oui
390,F,37,Marié(e),1,Aucun,Commerce,188041,506057,18,6.4,Capital démarrage,Non,Aucun,43,Rurale,Oui,Non,Non
391,F,54,Célibataire,1,Primaire,Commerce,276900,53625,12,13.8,Capital démarrage,Non,Oui,44,Rurale,Oui,Oui,Non
392,M,20,Célibataire,1,Aucun,Commerce,163882,172713,18,9.9,Stock,Oui,Aucun,77,Rurale,Oui,Oui,Non
393,M,61,Marié(e),1,Secondaire,Agriculture,140984,382882,6,11.4,Achat équipement,Non,Oui,45,Rurale,Oui,Non,Non
394,F,50,Célibataire,4,Supérieur,Agriculture,222776,103190,12,14.8,Stock,Non,Oui,87,Rurale,Non,Non,Oui
395,M,26,Célibataire,2,Primaire,Commerce,10484,306471,12,6.6,Urgence,Non,Oui,46,Urbaine,Oui,Non,Non
396,F,26,Célibataire,2,Secondaire,Agriculture,160959,289914,12,14.8,Achat équipement,Non,Oui,50,Rurale,Oui,Oui,Oui
397,F,21,Divorcé(e),0,Aucun,Agriculture,149177,518887,12,5.4,Capital démarrage,Non,Oui,82,Urbaine,Non,Non,Oui
398,M,52,Divorcé(e),0,Secondaire,Agriculture,195655,393968,6,11.0,Stock,Non,Oui,55,Rurale,Oui,Oui,Oui
399,F,34,Marié(e),1,Secondaire,Agriculture,254773,401836,12,14.5,Achat équipement,Non,Oui,76,Rurale,Oui,Oui,Oui
